attendance_consistency,task_completion,task_delay_rate,work_hours,productive_hours,idle_time_hours,overtime_hours,experience,feedback_score,project_complexity,peer_collaboration_score,manager_rating,training_hours,learning_inde,performance_percentage,role
0.77,91.0,0.05,7.5,6.5,1.0,2,4,2,5,4,2,7.0,0.59,66.0,0.0
0.9,91.0,0.07,9.1,8.2,0.9,4,16,5,3,4,4,3.0,0.56,81.0,0.0
0.82,79.0,0.12,8.0,6.9,1.1,2,7,4,4,5,4,3.0,0.59,86.0,0.0
0.85,82.0,0.1,8.8,8.5,0.3,3,0,4,3,4,5,7.0,0.79,78.0,0.0
0.87,91.0,0.1,8.7,8.0,0.7,1,4,4,2,4,2,7.0,0.56,83.0,0.0
0.69,91.0,0.17,6.6,4.7,1.9,2,1,5,4,2,3,5.0,0.58,95.0,0.0
0.84,80.0,0.04,7.1,6.3,0.8,0,15,4,2,5,3,7.0,0.72,79.0,0.0
0.94,79.0,0.07,9.7,8.2,1.5,0,16,3,5,2,5,8.0,0.59,85.0,0.0
0.72,98.0,0.09,6.5,5.7,0.8,1,3,4,2,3,4,7.0,0.34,86.0,0.0
0.88,83.0,0.15,8.5,7.5,1.0,3,5,3,3,1,3,1.0,0.49,100.0,0.0
0.7,78.0,0.07,9.3,9.0,0.3,3,7,2,1,4,2,2.0,0.91,79.0,0.0
0.68,100.0,0.12,7.7,7.7,0.0,1,2,4,2,3,5,7.0,0.8,85.0,0.0
0.91,79.0,0.18,7.0,5.8,1.2,2,5,4,3,4,5,4.0,0.64,89.0,0.0
0.82,86.0,0.07,7.7,6.8,0.9,0,10,4,3,4,3,6.0,0.99,74.0,0.0
1.0,100.0,0.16,7.4,6.4,1.0,4,2,5,3,4,4,7.0,0.38,98.0,0.0
0.9,84.0,0.02,8.5,7.1,1.4,2,6,3,5,5,3,4.0,0.76,100.0,0.0
0.86,83.0,0.11,8.5,7.5,1.0,0,6,3,4,2,5,7.0,0.78,82.0,0.0
0.98,82.0,0.17,8.7,8.6,0.1,3,1,3,3,2,5,7.0,0.265,88.0,0.0
0.77,87.0,0.14,7.7,7.1,0.6,1,1,4,2,4,5,8.0,0.87,100.0,0.0
0.9,98.0,0.18,6.9,5.5,1.4,1,2,5,5,4,4,6.0,0.51,80.0,0.0
0.79,77.0,0.14,8.5,7.3,1.2,0,5,3,3,3,5,2.0,0.51,85.0,0.0
0.94,79.0,0.05,7.2,7.2,0.0,3,2,4,3,5,4,1.0,0.55,86.0,0.0
0.79,73.0,0.01,6.4,6.3,0.1,5,3,5,5,5,3,6.0,0.91,89.0,0.0
0.86,84.0,0.07,8.9,7.7,1.2,1,10,5,5,3,3,3.0,0.8,79.0,0.0
0.91,85.0,0.07,7.4,5.7,1.7,2,4,3,4,3,1,3.0,0.75,90.0,0.0
0.72,68.0,0.13,7.2,6.9,0.3,1,0,3,4,5,4,3.0,0.59,78.0,0.0
1.0,79.0,0.05,7.7,6.9,0.8,6,9,2,3,2,4,6.0,0.74,97.0,0.0
0.98,93.0,0.07,8.3,6.2,2.0,3,2,3,3,4,4,4.0,0.64,87.0,0.0
0.75,88.0,0.06,7.1,6.6,0.5,3,4,5,5,4,1,6.0,0.9,86.0,0.0
0.88,63.0,0.07,8.1,8.0,0.1,4,3,3,2,3,2,5.0,0.94,81.0,0.0
0.99,83.0,0.05,9.6,9.0,0.6,3,12,2,3,3,4,3.0,0.55,100.0,0.0
0.81,93.0,0.14,7.7,6.9,0.8,3,1,5,5,2,5,4.0,0.89,76.0,0.0
0.74,88.0,0.08,6.6,5.3,1.3,2,2,4,2,3,3,2.0,0.44,89.0,0.0
1.0,100.0,0.11,6.6,6.5,0.1,2,9,4,5,1,5,4.0,0.92,92.0,0.0
0.82,87.0,0.14,9.3,7.7,1.6,0,5,3,2,2,1,3.0,0.9,85.0,0.0
0.96,91.0,0.275,7.5,6.4,1.1,4,2,2,2,3,3,5.0,0.64,81.0,0.0
0.82,86.0,0.25,8.1,7.0,1.1,3,1,3,4,4,5,3.0,0.62,84.0,0.0
0.92,100.0,0.11,8.0,7.6,0.4,3,5,3,5,4,4,6.0,0.54,84.0,0.0
0.84,75.0,0.09,7.7,6.6,1.1,1,15,5,5,5,5,7.0,0.88,84.0,0.0
0.71,83.0,0.02,8.5,7.6,0.9,3,3,2,4,4,5,1.0,0.98,80.0,0.0
0.99,100.0,0.12,8.5,7.3,1.2,1,1,4,4,3,3,4.0,0.65,98.0,0.0
1.0,77.0,0.05,7.2,6.4,0.8,1,1,1,4,4,4,8.0,0.58,93.0,0.0
0.85,76.0,0.05,8.8,8.4,0.4,4,4,4,5,4,4,4.0,0.6,89.0,0.0
0.9,92.0,0.09,6.8,6.1,0.7,0,13,4,2,2,4,4.0,0.78,83.0,0.0
0.87,78.0,0.08,9.1,8.5,0.6,1,6,4,2,4,2,6.0,0.35,87.0,1.0
0.76,82.0,0.04,9.7,9.6,0.1,1,3,4,1,4,5,7.0,0.81,78.0,0.0
0.95,83.0,0.19,7.6,6.1,1.5,0,8,3,1,5,2,6.0,0.77,92.0,0.0
0.87,86.0,0.03,6.2,5.7,0.5,3,0,4,5,3,4,4.0,0.63,94.0,0.0
0.85,90.0,0.06,6.9,6.9,0.0,1,5,5,3,5,4,4.0,0.8,93.0,0.0
1.0,72.0,0.12,8.2,7.2,1.0,2,9,5,4,5,4,4.0,0.68,89.0,1.0
0.95,88.0,0.18,9.4,9.1,0.3,1,0,4,2,4,4,4.0,0.42,99.0,0.0
0.7,83.0,0.19,7.2,7.2,0.0,2,5,3,3,3,5,1.0,0.92,89.0,0.0
0.81,75.0,0.19,7.5,6.6,0.9,3,4,5,5,5,4,5.0,0.45,98.0,0.0
0.81,84.0,0.09,7.8,6.8,1.0,4,4,5,3,4,3,6.0,0.68,86.0,0.0
1.0,82.0,0.03,7.8,7.4,0.4,1,0,4,3,4,4,5.0,0.5,77.0,0.0
0.83,89.0,0.15,8.1,7.3,0.8,5,14,3,1,3,1,7.0,0.86,90.0,0.0
0.77,90.0,0.04,9.2,8.1,1.1,4,1,2,4,3,2,10.0,0.68,81.0,0.0
1.0,78.0,0.08,8.3,7.2,1.1,3,0,3,2,4,3,6.0,0.72,98.0,0.0
0.81,90.0,0.1,7.7,6.7,1.0,0,1,4,4,4,3,5.0,0.77,74.0,0.0
0.94,78.0,0.09,9.2,8.5,0.7,3,2,3,5,3,4,10.0,0.33,89.0,0.0
0.82,87.0,0.09,6.5,6.5,0.0,2,9,3,2,3,4,3.0,0.5,83.0,0.0
0.73,94.0,0.07,8.1,7.8,0.3,3,7,5,3,5,4,7.0,0.85,80.0,0.0
0.74,96.0,0.13,6.6,5.1,1.5,3,2,1,3,3,5,5.0,0.5,80.0,0.0
0.67,87.0,0.08,8.8,8.0,0.8,0,0,4,2,5,3,5.0,0.87,100.0,0.0
0.58,68.0,0.08,7.6,6.2,1.4,2,7,5,4,4,4,6.0,0.74,92.0,0.0
0.7,97.0,0.09,8.9,8.4,0.5,1,1,4,2,3,4,8.0,0.83,73.0,0.0
0.73,62.0,0.17,8.5,7.7,0.8,1,2,4,5,5,4,4.0,0.75,78.0,0.0
0.87,69.0,0.1,7.7,5.9,1.8,2,0,3,4,2,4,6.0,0.64,89.0,0.0
0.82,78.0,0.08,9.0,7.4,1.6,1,1,5,5,2,4,2.0,0.78,94.0,0.0
0.78,90.0,0.08,9.8,8.2,1.6,1,4,5,3,2,4,5.0,0.79,85.0,0.0
0.9,76.0,0.11,8.9,7.5,1.4,2,2,2,5,5,4,6.0,0.7,94.0,0.0
0.79,85.0,0.12,8.5,6.9,1.6,2,1,5,3,5,3,3.0,0.82,78.0,0.0
1.0,88.0,0.16,8.0,7.4,0.6,1,12,4,3,5,1,5.0,0.65,97.0,0.0
0.73,73.0,0.06,9.4,9.4,0.0,3,11,5,4,3,5,4.0,0.74,84.0,0.0
1.0,72.0,0.15,8.1,7.1,1.0,3,1,4,4,3,5,5.0,0.81,82.0,0.0
0.82,78.0,0.13,8.7,7.8,0.9,2,5,3,3,4,5,4.0,0.42,96.0,0.0
0.76,92.0,0.02,7.3,5.5,1.8,3,2,4,3,5,4,6.0,0.86,90.0,0.0
0.99,60.0,0.11,8.6,8.1,0.5,2,1,5,3,5,3,2.0,0.79,83.0,0.0
0.98,76.0,0.08,8.2,7.6,0.6,5,0,4,5,4,4,6.0,0.51,85.0,0.0
0.88,86.0,0.03,7.5,6.2,1.3,2,2,3,3,4,2,5.0,0.82,92.0,0.0
0.99,93.0,0.07,9.8,8.7,1.1,4,2,3,5,4,4,10.0,0.85,90.0,0.0
0.91,87.0,0.14,6.6,5.1,1.5,0,1,4,3,4,5,8.0,0.84,82.0,0.0
0.91,68.0,0.11,7.4,6.7,0.7,4,0,4,3,4,5,7.0,0.78,94.0,0.0
0.76,100.0,0.1,9.2,8.5,0.7,3,4,4,3,1,2,5.0,0.76,100.0,1.0
0.86,85.0,0.06,9.5,9.1,0.4,4,1,5,5,5,4,4.0,0.75,77.0,0.0
1.0,87.0,0.11,8.8,7.9,0.9,2,16,4,3,4,4,7.0,0.41,100.0,0.0
0.8,87.0,0.21,6.9,5.9,1.0,3,1,3,3,4,1,3.0,0.7,79.0,0.0
0.82,84.0,0.06,8.3,6.6,1.7,0,0,2,4,3,3,7.0,0.53,86.0,0.0
0.75,81.0,0.12,6.5,5.6,0.9,1,2,5,5,3,4,4.0,0.94,90.0,0.0
1.0,85.0,0.08,8.2,8.2,0.0,1,2,4,4,5,4,9.0,0.67,80.0,0.0
0.89,60.0,0.13,9.3,9.3,0.0,1,11,5,2,5,1,8.0,0.65,83.0,0.0
1.0,96.0,0.26,6.0,4.8,1.2,4,4,3,5,2,4,3.0,0.76,75.0,0.0
0.85,93.0,0.09,7.8,6.7,1.1,1,9,3,4,4,5,3.0,0.51,78.0,0.0
0.92,86.0,0.09,6.1,4.5,1.6,1,0,5,3,3,5,3.0,0.98,90.0,0.0
0.66,79.0,0.19,9.1,8.5,0.6,1,3,3,3,5,1,8.0,0.94,96.0,0.0
0.91,83.0,0.1,6.6,5.9,0.7,4,11,2,4,4,5,2.0,0.81,94.0,0.0
0.85,79.0,0.07,8.0,7.4,0.6,2,4,1,4,4,5,7.0,0.82,95.0,0.0
0.88,77.0,0.13,8.1,6.8,1.3,3,4,4,2,3,1,3.0,0.7,88.0,0.0
0.85,100.0,0.03,8.7,8.3,0.4,3,0,5,5,4,2,3.0,0.35,92.0,0.0
0.76,87.0,0.13,6.9,5.7,1.2,3,1,4,4,2,5,10.0,0.32,83.0,0.0
0.81,97.0,0.06,8.5,6.4,2.0,4,11,4,3,5,3,4.0,0.58,99.0,0.0
0.94,69.0,0.08,8.7,8.1,0.6,1,0,3,1,5,4,7.0,0.38,84.0,0.0
0.82,74.0,0.13,6.2,5.7,0.5,3,1,5,3,3,5,6.0,0.82,88.0,0.0
0.94,91.0,0.17,7.0,6.0,1.0,2,1,5,4,1,5,5.0,0.8,95.0,0.0
0.86,70.0,0.07,9.5,9.0,0.5,2,1,3,2,3,2,8.0,0.72,88.0,0.0
0.89,81.0,0.16,8.9,8.0,0.9,1,4,1,4,2,4,8.0,0.88,92.0,0.0
0.95,94.0,0.18,8.4,7.2,1.2,1,2,4,1,2,3,10.0,0.74,83.0,0.0
0.94,75.0,0.1,6.8,5.8,1.0,3,3,3,3,4,5,6.0,0.48,98.0,0.0
0.84,81.0,0.06,6.6,5.5,1.1,1,4,4,2,5,2,8.0,0.99,86.0,1.0
0.83,92.0,0.07,7.2,7.2,0.0,1,1,3,2,1,5,3.0,0.58,85.0,0.0
0.72,79.0,0.04,7.2,6.5,0.7,3,4,4,3,2,1,4.0,0.92,99.0,0.0
0.91,84.0,0.05,7.9,7.3,0.6,1,7,5,2,4,4,7.0,0.55,81.0,0.0
0.71,78.0,0.07,8.7,7.8,0.9,4,16,4,4,2,4,5.0,0.81,96.0,0.0
0.85,86.0,0.02,8.3,7.5,0.8,2,9,4,3,5,4,4.0,0.86,96.0,0.0
0.73,67.0,0.24,10.0,8.9,1.1,2,1,4,3,4,4,6.0,0.63,87.0,0.0
0.8,84.0,0.21,8.5,8.5,0.0,0,1,5,3,5,4,4.0,0.89,94.0,0.0
0.87,98.0,0.04,8.9,8.7,0.2,1,10,5,3,3,2,6.0,0.79,94.0,0.0
0.86,86.0,0.05,8.8,7.8,1.0,3,14,3,3,5,4,2.0,0.48,90.0,0.0
0.93,77.0,0.04,6.5,5.6,0.9,3,9,3,5,5,2,2.0,0.54,81.0,0.0
1.0,87.0,0.03,7.8,6.9,0.9,1,9,1,5,4,4,8.0,0.71,73.0,0.0
0.79,82.0,0.05,9.5,7.8,1.7,3,8,4,4,4,3,5.0,0.8,83.0,0.0
0.75,93.0,0.07,9.3,7.9,1.4,2,2,4,3,4,5,5.0,0.88,88.0,0.0
0.76,78.0,0.07,8.3,7.6,0.7,2,8,4,2,5,5,5.0,0.56,78.0,0.0
0.88,68.0,0.11,8.0,7.8,0.2,4,11,4,3,2,4,6.0,0.85,100.0,0.0
0.94,60.0,0.21,6.8,6.1,0.7,1,9,3,1,4,3,6.0,0.92,100.0,0.0
0.81,70.0,0.12,9.2,8.7,0.5,0,1,1,3,4,5,1.0,0.71,87.0,0.0
0.94,58.5,0.02,8.9,8.3,0.6,2,4,3,5,5,4,4.0,0.92,87.0,0.0
0.81,94.0,0.15,7.3,6.2,1.1,3,16,3,4,4,3,8.0,0.51,88.0,0.0
0.96,100.0,0.19,7.9,6.4,1.5,2,0,2,2,3,3,6.0,0.85,99.0,0.0
0.79,73.0,0.03,7.9,7.0,0.9,1,0,3,1,1,2,4.0,0.95,70.0,0.0
0.77,83.0,0.06,9.0,7.3,1.7,3,1,2,3,5,3,1.0,0.74,83.0,0.0
0.83,100.0,0.14,7.9,7.7,0.2,3,7,2,4,5,5,5.0,0.67,97.0,0.0
0.81,67.0,0.22,8.4,6.9,1.5,2,2,5,4,5,4,8.0,0.63,97.0,0.0
0.86,87.0,0.06,7.5,6.9,0.6,3,3,3,4,5,4,2.0,0.75,92.0,0.0
1.0,77.0,0.09,6.9,6.3,0.6,2,9,4,3,3,5,3.0,0.82,85.0,0.0
0.89,82.0,0.02,8.0,7.5,0.5,0,3,4,5,1,3,7.0,0.59,73.0,0.0
0.68,90.0,0.01,9.2,8.5,0.7,1,1,4,3,2,5,5.0,0.76,97.0,0.0
0.82,87.0,0.03,7.6,6.9,0.7,1,8,1,3,3,5,10.0,0.49,79.0,0.0
0.86,83.0,0.17,8.1,7.0,1.1,0,2,5,5,4,5,2.0,0.66,82.0,0.0
1.0,95.0,0.1,8.0,7.4,0.6,4,3,4,3,5,4,5.0,0.42,87.0,0.0
0.99,86.0,0.11,9.4,9.3,0.1,4,7,4,5,5,4,5.0,0.65,85.0,0.0
0.82,86.0,0.09,8.0,7.8,0.2,5,4,4,4,4,2,3.0,0.71,100.0,0.0
0.77,88.0,0.03,9.1,6.9,2.0,0,2,4,1,3,4,7.0,0.89,86.0,0.0
0.83,98.0,0.05,8.8,7.8,1.0,2,4,4,1,4,4,7.0,0.73,100.0,0.0
0.81,70.0,0.16,7.7,7.3,0.4,5,0,3,1,3,4,4.0,0.72,78.0,0.0
0.7,79.0,0.11,7.2,6.1,1.1,0,1,3,5,4,4,4.0,0.85,89.0,0.0
0.96,80.0,0.04,7.3,6.6,0.7,3,1,5,3,3,4,8.0,0.43,93.0,0.0
0.81,97.0,0.1,6.0,4.7,1.3,1,1,4,2,4,5,3.0,0.93,93.0,0.0
1.0,84.0,0.19,8.1,7.8,0.3,3,2,4,5,3,4,1.0,0.72,83.0,0.0
1.0,97.0,0.12,8.0,7.8,0.2,2,4,2,4,2,3,5.0,0.7,83.0,0.0
0.92,70.0,0.16,8.9,7.4,1.5,2,13,5,4,3,4,3.0,0.77,81.0,0.0
0.82,83.0,0.09,6.4,6.2,0.2,1,1,4,3,5,5,6.0,0.9,81.0,0.0
1.0,78.0,0.13,9.3,8.3,1.0,1,15,4,5,4,4,6.0,0.7,88.0,0.0
0.69,96.0,0.1,6.0,6.0,0.0,3,9,3,3,3,4,4.0,0.57,86.0,0.0
0.75,97.0,0.14,7.0,6.8,0.2,2,4,3,4,3,5,10.5,0.71,98.0,1.0
0.84,79.0,0.2,8.0,6.7,1.3,1,5,4,4,3,4,2.0,0.8,91.0,0.0
0.87,88.0,0.1,10.0,9.0,1.0,4,11,3,2,3,5,4.0,0.85,88.0,0.0
0.89,83.0,0.05,9.0,8.3,0.7,2,3,3,3,5,4,4.0,0.51,88.0,0.0
0.9,95.0,0.24,8.0,7.3,0.7,0,5,4,1,4,4,6.0,0.71,95.0,0.0
1.0,100.0,0.01,7.0,5.9,1.1,3,9,1,5,4,4,6.0,0.74,84.0,0.0
0.84,98.0,0.15,8.3,8.3,0.0,4,5,4,2,5,4,7.0,0.6,86.0,0.0
0.77,88.0,0.08,6.8,6.4,0.4,2,4,4,3,1,5,8.0,0.48,76.0,0.0
0.9,87.0,0.16,9.3,8.7,0.6,2,5,4,4,4,5,7.0,0.53,75.0,0.0
0.92,89.0,0.23,9.1,7.9,1.2,4,16,4,5,2,4,4.0,0.93,89.0,0.0
0.73,100.0,0.13,8.0,7.3,0.7,2,16,4,3,3,3,5.0,0.9,85.0,0.0
0.75,79.0,0.04,8.3,7.2,1.1,2,4,4,3,3,3,7.0,0.72,81.0,0.0
0.83,77.0,0.07,7.9,6.9,1.0,2,3,1,3,3,1,8.0,0.77,91.0,0.0
0.8,73.0,0.03,8.6,7.3,1.3,1,2,4,2,5,4,8.0,0.54,82.0,0.0
0.88,90.0,0.04,7.1,6.5,0.6,4,9,5,2,3,3,4.0,0.44,92.0,0.0
0.74,81.0,0.11,7.6,7.6,0.0,4,14,4,4,4,4,4.0,0.6,86.0,0.0
0.92,87.0,0.07,7.9,7.1,0.8,3,1,5,1,4,4,1.0,0.42,81.0,0.0
0.78,93.0,0.14,8.1,6.9,1.2,1,13,3,5,5,3,7.0,0.74,96.0,0.0
0.92,97.0,0.275,8.3,7.1,1.2,3,16,3,5,4,4,2.0,0.78,88.0,0.0
0.83,88.0,0.11,8.5,7.5,1.0,3,12,4,3,3,5,4.0,0.91,93.0,1.0
0.95,78.0,0.07,7.3,5.3,2.0,1,1,5,4,3,3,5.0,0.79,89.0,0.0
0.8,100.0,0.19,7.3,6.3,1.0,4,16,5,4,4,4,4.0,0.79,86.0,0.0
0.75,85.0,0.06,7.3,7.3,0.0,5,5,4,4,4,5,4.0,0.78,88.0,0.0
0.79,85.0,0.17,8.2,8.2,0.0,0,1,4,1,4,4,4.0,0.56,94.0,1.0
0.8,88.0,0.15,9.4,9.4,0.0,1,4,5,5,3,4,8.0,0.6,95.0,0.0
0.97,76.0,0.07,7.1,6.9,0.2,2,7,2,5,5,4,7.0,0.56,89.0,0.0
0.88,82.0,0.17,8.0,7.3,0.7,1,5,4,5,3,4,2.0,0.83,86.0,0.0
0.8,78.0,0.06,8.3,7.3,1.0,3,6,3,4,5,5,5.0,0.38,87.0,0.0
1.0,88.0,0.08,7.9,7.2,0.7,1,0,2,5,5,4,8.0,0.73,92.0,0.0
0.89,90.0,0.03,8.6,7.3,1.3,3,3,5,2,3,3,5.0,0.59,79.0,0.0
0.76,79.0,0.13,9.5,8.4,1.1,0,2,4,3,4,3,3.0,0.69,93.0,0.0
0.74,80.0,0.12,6.2,4.7,1.5,4,1,5,2,3,3,1.0,0.97,85.0,0.0
0.84,85.0,0.1,8.9,7.0,1.9,0,10,5,5,5,2,6.0,0.75,88.0,0.0
0.91,93.0,0.11,9.3,8.1,1.2,5,3,4,4,2,2,10.0,0.7,94.0,0.0
0.73,85.0,0.08,8.8,8.2,0.6,3,7,3,2,3,3,2.0,0.94,91.0,0.0
1.0,97.0,0.21,8.3,7.5,0.8,2,1,3,3,2,2,4.0,0.73,96.0,0.0
0.95,80.0,0.08,8.4,7.2,1.2,2,10,5,2,4,4,3.0,0.84,83.0,0.0
0.7,80.0,0.02,9.5,8.8,0.7,2,6,5,3,4,4,3.0,0.91,95.0,0.0
0.76,75.0,0.03,9.2,7.5,1.7,2,1,3,3,5,5,4.0,0.79,89.0,0.0
1.0,87.0,0.16,6.7,5.7,1.0,5,3,4,3,4,4,2.0,0.95,94.0,0.0
0.74,89.0,0.06,6.5,5.2,1.3,2,3,5,2,4,4,5.0,0.67,78.0,0.0
1.0,87.0,0.22,7.4,6.9,0.5,4,8,4,5,4,5,10.5,0.77,88.0,0.0
0.84,85.0,0.1,7.5,6.5,1.0,1,9,4,5,5,2,8.0,0.89,91.0,0.0
0.73,74.0,0.07,7.6,6.0,1.6,4,1,4,4,4,5,6.0,0.7,83.0,0.0
0.96,77.0,0.24,7.7,7.3,0.4,1,4,3,1,4,5,3.0,0.98,98.0,0.0
0.9,91.0,0.05,6.0,4.8,1.2,3,5,4,2,3,4,4.0,0.83,84.0,0.0
1.0,85.0,0.01,6.8,6.0,0.8,2,11,4,3,5,4,5.0,0.78,93.0,0.0
0.76,87.0,0.16,6.9,6.1,0.8,2,2,4,4,3,4,5.0,0.79,96.0,0.0
0.91,74.0,0.05,9.0,8.0,1.0,0,9,3,4,5,2,7.0,0.49,98.0,0.0
0.89,100.0,0.05,9.0,8.1,0.9,2,7,3,2,3,5,3.0,0.59,81.0,0.0
0.87,91.0,0.16,8.3,8.3,0.0,0,5,5,3,2,3,5.0,0.59,81.0,0.0
0.9,89.0,0.25,6.4,6.1,0.3,2,1,3,2,4,2,5.0,0.81,83.0,0.0
0.89,73.0,0.16,8.7,8.7,0.0,1,12,2,3,4,3,6.0,0.76,97.0,0.0
0.68,72.0,0.08,7.4,6.5,0.9,1,8,4,4,5,3,4.0,0.61,90.0,0.0
0.92,93.0,0.18,7.4,6.3,1.1,3,1,4,3,4,4,6.0,0.52,86.0,0.0
0.96,67.0,0.04,7.5,6.9,0.6,3,16,3,3,1,5,3.0,0.43,98.0,0.0
0.96,85.0,0.17,7.8,6.6,1.2,0,1,5,3,4,4,6.0,0.86,89.0,0.0
1.0,77.0,0.15,7.0,5.9,1.1,1,2,4,4,4,3,7.0,0.48,93.0,0.0
0.76,79.0,0.1,6.7,6.7,0.0,3,7,5,1,5,3,3.0,0.65,90.0,0.0
0.92,82.0,0.06,7.2,5.7,1.5,2,2,4,5,3,5,7.0,0.72,100.0,0.0
0.98,95.0,0.1,6.0,5.1,0.9,1,1,4,4,4,3,4.0,0.6,89.0,1.0
0.83,89.0,0.08,7.6,7.0,0.6,2,3,3,3,3,4,6.0,0.77,76.0,0.0
0.88,72.0,0.11,6.9,5.8,1.1,2,3,4,5,4,4,1.0,0.5,89.0,0.0
0.93,82.0,0.2,8.8,8.1,0.7,1,2,2,5,4,4,7.0,0.64,99.0,0.0
0.76,70.0,0.11,8.2,6.6,1.6,1,0,5,4,5,3,3.0,0.92,100.0,0.0
0.95,89.0,0.14,8.4,7.4,1.0,0,13,3,3,2,3,3.0,0.33,81.0,0.0
0.68,84.0,0.11,6.9,6.6,0.3,3,0,5,3,5,3,0.0,0.45,85.0,1.0
0.82,94.0,0.25,9.8,8.3,1.5,1,5,5,4,2,4,2.0,0.91,85.0,0.0
1.0,88.0,0.04,8.3,6.7,1.6,2,0,3,3,4,5,6.0,0.77,78.0,0.0
0.82,88.0,0.1,6.3,4.8,1.5,2,16,5,1,4,3,8.0,0.55,85.0,0.0
0.98,96.0,0.09,8.6,7.1,1.5,6,1,4,5,5,3,10.0,0.8,81.0,0.0
1.0,97.0,0.07,8.2,7.9,0.3,2,1,1,3,3,2,4.0,0.59,72.0,0.0
0.82,90.0,0.13,7.4,6.7,0.7,0,2,1,4,5,4,2.0,0.74,85.0,0.0
0.71,79.0,0.17,7.8,7.3,0.5,2,3,3,3,3,5,9.0,0.66,85.0,0.0
0.8,79.0,0.04,8.0,7.9,0.1,1,5,2,3,5,5,2.0,0.89,100.0,0.0
0.86,89.0,0.02,8.4,8.0,0.4,3,8,2,5,3,4,6.0,0.46,87.0,0.0
0.84,69.0,0.18,8.2,7.6,0.6,2,2,4,3,5,4,4.0,0.82,89.0,0.0
0.78,66.0,0.08,8.2,7.5,0.7,1,0,4,3,5,4,2.0,0.53,83.0,0.0
0.73,75.0,0.275,8.7,7.7,1.0,6,7,3,3,3,2,6.0,0.52,95.0,0.0
0.93,100.0,0.08,7.8,6.4,1.4,1,8,3,2,2,4,3.0,0.56,84.0,0.0
1.0,78.0,0.07,8.7,8.7,0.0,1,2,5,3,4,2,6.0,0.85,79.0,1.0
0.69,85.0,0.03,7.1,6.4,0.7,2,6,4,4,2,5,6.0,0.81,80.0,0.0
0.86,76.0,0.12,6.1,5.1,1.0,1,3,2,4,3,4,6.0,0.87,89.0,1.0
0.78,89.0,0.11,7.6,6.7,0.9,2,1,5,3,3,4,3.0,0.79,96.0,0.0
0.91,75.0,0.19,6.7,6.6,0.1,1,4,4,4,5,4,1.0,0.84,80.0,0.0
0.75,72.0,0.01,8.3,6.9,1.4,3,1,4,2,3,4,2.0,0.54,84.0,0.0
0.85,83.0,0.19,7.7,6.8,0.9,2,4,4,2,4,5,6.0,0.67,98.0,0.0
0.9,79.0,0.05,9.4,8.2,1.2,6,0,3,5,3,5,4.0,0.74,89.0,0.0
0.75,74.0,0.07,10.0,9.2,0.8,4,9,3,4,3,3,4.0,0.78,95.0,0.0
0.95,82.0,0.09,7.0,6.5,0.5,5,9,4,1,5,3,1.0,0.91,98.0,0.0
0.68,74.0,0.16,8.1,6.9,1.2,2,1,1,2,2,4,6.0,0.62,90.0,0.0
0.91,77.0,0.05,8.9,7.5,1.4,1,5,3,5,4,3,3.0,0.72,97.0,0.0
0.92,76.0,0.03,8.8,7.9,0.9,2,9,4,3,4,5,4.0,0.86,80.0,0.0
0.84,83.0,0.04,8.7,7.8,0.9,2,5,4,1,3,4,5.0,0.46,86.0,0.0
1.0,92.0,0.07,7.4,6.3,1.1,0,12,4,3,2,4,9.0,0.95,85.0,0.0
0.77,88.0,0.04,9.1,8.3,0.8,1,2,4,5,5,5,3.0,0.79,87.0,0.0
0.96,66.0,0.09,8.1,6.8,1.3,3,2,4,1,5,3,4.0,0.89,97.0,1.0
0.86,77.0,0.06,6.0,5.7,0.3,1,16,3,4,5,2,1.0,0.94,90.0,0.0
0.84,87.0,0.02,7.9,6.9,1.0,2,2,5,1,4,3,4.0,0.72,92.0,0.0
1.0,72.0,0.04,8.1,7.7,0.4,2,1,4,1,4,3,5.0,0.63,85.0,0.0
0.79,75.0,0.02,7.1,7.0,0.1,0,11,3,4,3,3,5.0,0.79,83.0,0.0
0.87,92.0,0.07,8.0,6.2,1.8,0,1,5,3,4,5,9.0,0.72,94.0,0.0
0.88,78.0,0.05,9.0,8.8,0.2,2,1,3,5,5,5,2.0,0.47,73.0,0.0
0.95,85.0,0.11,6.4,5.2,1.2,0,2,3,2,4,4,5.0,0.65,90.0,0.0
1.0,71.0,0.21,8.3,7.2,1.1,0,4,4,5,4,4,8.0,0.49,76.0,0.0
0.81,82.0,0.1,8.0,7.4,0.6,2,2,5,2,4,4,7.0,0.62,88.0,0.0
0.8,90.0,0.27,7.6,7.1,0.5,1,2,5,5,5,5,3.0,0.52,87.0,0.0
0.68,100.0,0.23,7.9,6.9,1.0,1,6,5,5,4,1,6.0,0.97,86.0,0.0
0.91,78.0,0.07,8.8,7.6,1.2,3,1,2,5,3,3,7.0,0.63,84.0,0.0
0.84,70.0,0.14,8.7,8.5,0.2,0,9,2,2,3,3,6.0,0.41,90.0,0.0
0.75,81.0,0.03,8.3,7.7,0.6,4,9,5,2,5,3,10.0,0.59,86.0,0.0
0.89,86.0,0.06,8.2,7.4,0.8,0,13,3,5,4,4,4.0,0.71,100.0,0.0
0.74,85.0,0.14,9.1,8.3,0.8,1,10,4,1,5,2,9.0,0.67,84.0,0.0
