attendance_consistency,task_completion,task_delay_rate,productive_hours,experience,project_complexity,feedback_score,role,performance_percentage,efficiency_score,exp_productivity
95.84,90.12,12.25,9.89,7,5,4.28,Team Lead,100.0,77.87,16.813
81.74,67.71,54.0,7.28,14,4,3.5,Team Lead,100.0,13.709999999999994,17.472
73.71,79.15,39.94,7.79,8,2,2.64,HR,98.33,39.21000000000001,14.022
64.39,46.68,85.42,4.29,6,3,1.53,HR,48.07,-38.74,6.864000000000001
98.67,81.24,21.27,8.02,9,1,4.86,Manager,100.0,59.97,15.237999999999998
85.25,90.69,25.32,9.46,4,5,4.85,HR,100.0,65.37,13.244
65.46,41.04,78.24,4.64,4,1,1.28,Employee,48.61,-37.199999999999996,6.4959999999999996
89.95,91.89,8.18,9.06,1,3,4.44,Team Lead,100.0,83.71000000000001,9.966000000000001
55.57,41.57,86.79,4.1,5,3,1.41,Manager,40.53,-45.220000000000006,6.1499999999999995
93.63,87.35,16.53,8.74,4,1,4.45,Manager,100.0,70.82,12.235999999999999
76.86,73.72,37.23,6.23,7,1,2.56,Employee,89.83,36.49,10.591000000000001
84.37,69.34,53.9,6.25,8,5,3.81,HR,87.37,15.440000000000005,11.25
82.99,67.61,40.37,6.56,11,5,2.69,Team Lead,91.19,27.240000000000002,13.776
50.23,52.49,71.02,4.46,6,4,2.23,Employee,51.59,-18.529999999999994,7.136
58.55,44.69,82.67,5.67,2,1,2.4,Manager,53.86,-37.980000000000004,6.803999999999999
62.28,43.62,60.96,5.47,14,3,1.52,HR,73.44,-17.340000000000003,13.127999999999998
75.84,78.25,32.74,7.09,4,2,2.63,Employee,88.48,45.51,9.925999999999998
70.05,75.49,32.3,6.29,7,2,3.69,Manager,93.6,43.19,10.693
95.42,81.59,17.84,9.18,13,5,4.68,HR,100.0,63.75,21.113999999999997
87.41,82.97,15.65,9.35,8,2,4.59,Employee,100.0,67.32,16.83
84.36,69.49,39.15,7.15,7,5,2.7,Manager,87.33,30.339999999999996,12.155000000000001
53.17,41.67,60.3,4.13,4,5,1.9,HR,41.87,-18.629999999999995,5.781999999999999
93.14,80.96,12.51,8.78,1,4,4.9,Team Lead,100.0,68.44999999999999,9.658
93.73,86.35,29.49,9.29,9,4,4.74,Team Lead,100.0,56.86,17.650999999999996
93.76,91.96,23.12,10.0,14,5,4.96,HR,100.0,68.83999999999999,24.0
50.82,48.31,65.56,4.21,5,1,2.4,Employee,55.13,-17.25,6.3149999999999995
51.86,58.41,60.85,5.63,2,5,1.55,HR,48.23,-2.440000000000005,6.755999999999999
75.21,66.63,40.83,7.6,11,5,3.12,HR,96.21,25.799999999999997,15.959999999999999
67.25,49.0,75.98,4.2,10,2,1.62,Employee,61.43,-26.980000000000004,8.4
58.96,62.69,74.57,4.01,2,2,1.07,Team Lead,44.03,-11.879999999999995,4.811999999999999
70.75,68.64,53.12,6.75,6,4,3.21,Manager,81.46,15.520000000000003,10.8
57.05,47.62,64.94,5.07,1,3,1.73,HR,45.54,-17.32,5.577000000000001
58.06,42.92,77.29,5.89,9,2,1.12,HR,60.95,-34.370000000000005,11.190999999999999
81.08,72.19,43.61,7.7,3,3,3.56,Manager,89.53,28.58,10.01
52.63,64.39,63.9,4.89,3,5,1.67,HR,48.47,0.490000000000002,6.357
57.25,62.17,60.83,5.71,9,5,1.06,Team Lead,62.64,1.3400000000000034,10.849
72.97,71.28,38.6,6.68,10,2,3.27,Employee,97.67,32.68,13.36
94.46,91.12,15.84,8.08,14,4,4.37,Team Lead,100.0,75.28,19.392
93.35,95.08,11.48,9.1,9,3,4.19,Team Lead,100.0,83.6,17.29
95.51,99.23,12.6,9.12,13,4,4.47,Team Lead,100.0,86.63000000000001,20.975999999999996
55.85,40.76,80.04,5.61,1,2,1.53,Employee,43.87,-39.28000000000001,6.171000000000001
84.21,66.88,55.45,6.34,10,2,3.86,HR,97.03,11.429999999999993,12.68
72.31,70.35,35.32,6.59,13,3,3.42,Manager,100.0,35.029999999999994,15.156999999999998
92.51,92.71,18.72,8.27,2,3,4.39,Team Lead,100.0,73.99,9.924
56.54,50.8,71.11,5.96,7,3,1.34,Team Lead,59.64,-20.310000000000002,10.132
88.59,82.31,6.24,9.14,3,2,4.25,Team Lead,100.0,76.07000000000001,11.882000000000001
56.71,57.65,77.18,4.86,11,5,1.56,Manager,60.1,-19.53000000000001,10.206000000000001
62.55,41.52,77.11,5.05,11,4,1.68,Employee,60.3,-35.589999999999996,10.605
83.31,78.3,46.24,6.24,14,5,3.51,Team Lead,100.0,32.059999999999995,14.975999999999999
79.51,65.36,56.93,7.04,1,4,3.2,Manager,73.3,8.43,7.744000000000001
66.23,60.79,69.89,5.19,10,1,1.21,HR,70.78,-9.100000000000001,10.38
56.03,47.97,81.98,5.35,5,3,1.67,Team Lead,51.11,-34.010000000000005,8.024999999999999
82.83,71.03,36.09,7.04,2,5,3.05,Team Lead,79.23,34.94,8.448
97.76,80.86,8.25,8.05,12,3,4.58,Manager,100.0,72.61,17.710000000000004
61.19,42.76,80.67,5.21,12,3,2.43,Team Lead,68.16,-37.910000000000004,11.462000000000002
64.92,65.0,66.38,4.91,2,2,2.2,Team Lead,58.0,-1.3799999999999955,5.892
77.77,65.48,44.49,6.99,7,2,3.06,Team Lead,90.43,20.990000000000002,11.883000000000001
52.19,62.36,89.74,4.12,14,5,2.32,Manager,64.04,-27.379999999999995,9.888
66.19,50.75,67.25,4.27,14,5,1.23,Employee,63.8,-16.5,10.248
78.01,77.07,43.55,6.12,9,4,3.97,Team Lead,94.37,33.519999999999996,11.628
94.4,96.14,8.48,8.43,5,5,4.44,HR,100.0,87.66,12.645
99.63,81.23,14.05,8.8,3,4,4.74,Employee,100.0,67.18,11.440000000000001
87.88,82.97,8.79,8.06,2,4,4.74,HR,100.0,74.18,9.672
84.33,78.64,44.34,7.1,14,3,3.87,Manager,100.0,34.3,17.04
57.19,54.91,72.79,5.95,6,3,1.82,Team Lead,61.08,-17.88000000000001,9.520000000000001
90.18,87.17,2.6,8.51,4,4,4.07,Manager,100.0,84.57000000000001,11.914
60.2,53.36,64.82,5.07,11,1,1.95,HR,73.16,-11.459999999999994,10.647
96.48,95.81,22.35,8.55,3,2,4.86,Team Lead,100.0,73.46000000000001,11.115000000000002
80.37,70.79,58.29,6.17,12,1,2.56,Manager,95.3,12.500000000000007,13.574000000000002
96.71,84.85,13.67,8.55,12,4,4.45,Employee,100.0,71.17999999999999,18.810000000000002
55.91,63.42,79.71,4.27,12,5,1.5,Manager,59.92,-16.289999999999992,9.394
75.85,77.79,34.05,7.84,14,4,3.5,Manager,100.0,43.74000000000001,18.816
74.93,76.69,56.2,7.98,5,5,2.98,Team Lead,85.28,20.489999999999995,11.97
70.21,71.1,37.01,6.69,5,4,3.26,HR,83.26,34.089999999999996,10.035
73.89,76.9,33.77,7.17,14,1,3.54,Manager,100.0,43.13,17.208
66.6,46.18,76.5,5.42,2,2,1.98,Team Lead,52.2,-30.32,6.504
97.82,96.9,14.41,8.35,4,4,4.48,Employee,100.0,82.49000000000001,11.69
96.2,86.44,22.5,8.14,14,5,4.51,HR,100.0,63.94,19.536
93.99,90.17,29.49,9.88,2,3,4.96,HR,100.0,60.68000000000001,11.856
73.46,70.13,32.07,7.91,14,3,3.64,Manager,100.0,38.059999999999995,18.983999999999998
99.22,92.49,11.16,8.23,1,5,4.75,HR,100.0,81.33,9.053
68.12,47.85,62.59,5.2,3,4,1.03,Team Lead,47.98,-14.740000000000002,6.760000000000001
75.21,74.21,59.79,7.77,9,4,3.89,Manager,97.41,14.419999999999995,14.762999999999998
65.81,49.05,88.24,5.37,2,2,1.12,Team Lead,45.95,-39.19,6.444
57.44,44.34,75.85,4.31,7,1,1.84,Employee,55.27,-31.50999999999999,7.326999999999999
89.41,93.28,8.98,8.21,10,2,4.6,Team Lead,100.0,84.3,16.42
76.8,65.97,35.1,6.23,14,2,2.77,Manager,100.0,30.869999999999997,14.952
98.96,92.03,0.78,9.08,13,1,4.8,HR,100.0,91.25,20.883999999999997
63.11,50.23,63.06,4.26,12,2,2.05,Employee,69.82,-12.830000000000005,9.372
98.94,85.53,1.4,9.37,2,1,4.41,HR,100.0,84.13,11.243999999999998
87.79,99.55,14.34,9.87,14,2,4.26,Team Lead,100.0,85.21,23.688
69.49,50.86,78.4,5.61,13,4,1.54,HR,70.68,-27.540000000000006,12.903
52.82,59.09,63.26,5.96,14,5,1.57,HR,73.95,-4.169999999999995,14.304
85.94,98.15,18.79,8.71,2,1,4.55,Manager,100.0,79.36000000000001,10.452
56.02,59.16,67.32,5.63,5,1,2.21,HR,65.51,-8.159999999999997,8.445
93.43,95.79,7.36,9.05,10,5,4.41,Manager,100.0,88.43,18.1
74.54,65.73,39.37,7.67,6,2,3.86,HR,96.13,26.360000000000007,12.272
50.4,64.32,71.76,4.35,9,3,2.34,HR,63.01,-7.440000000000012,8.264999999999999
62.45,40.31,66.83,4.9,6,4,1.94,Manager,52.57,-26.519999999999996,7.840000000000001
66.73,49.28,60.13,4.27,5,3,1.44,Employee,51.97,-10.850000000000001,6.404999999999999
68.14,43.91,78.23,5.27,11,1,2.2,Employee,71.91,-34.32000000000001,11.067
84.28,79.98,56.14,7.65,6,3,3.14,Employee,93.83,23.840000000000003,12.240000000000002
96.11,94.15,28.34,9.3,3,5,4.65,Employee,100.0,65.81,12.090000000000002
94.56,96.81,24.61,9.03,1,5,4.06,Employee,100.0,72.2,9.933
85.02,83.18,14.06,9.89,9,5,4.1,Employee,100.0,69.12,18.791
93.1,88.56,5.75,8.89,3,3,4.27,Team Lead,100.0,82.81,11.557
99.84,80.15,7.9,8.4,9,5,4.01,Manager,100.0,72.25,15.959999999999999
74.27,78.35,56.64,6.09,1,3,3.06,HR,72.52,21.709999999999994,6.699000000000001
57.68,45.88,82.19,4.45,7,3,1.69,Manager,50.45,-36.309999999999995,7.565
97.02,97.83,7.59,8.86,10,5,4.31,Employee,100.0,90.24,17.72
98.3,84.4,12.35,8.12,2,5,4.95,Employee,100.0,72.05000000000001,9.743999999999998
81.76,75.25,45.94,6.45,1,4,3.71,HR,78.64,29.310000000000002,7.095000000000001
90.23,94.18,6.68,8.02,6,5,4.66,Employee,100.0,87.5,12.832
59.57,54.25,76.85,5.55,12,3,2.24,Manager,72.74,-22.599999999999994,12.21
85.82,96.08,9.12,9.44,12,3,4.11,HR,100.0,86.96,20.768
81.57,74.71,33.76,7.38,11,2,3.36,Manager,100.0,40.949999999999996,15.498000000000001
77.51,68.96,56.35,7.09,13,3,3.18,HR,100.0,12.609999999999992,16.307
51.1,56.38,73.28,4.18,2,3,1.58,Manager,41.83,-16.9,5.015999999999999
75.71,76.88,31.76,7.07,3,3,2.72,Manager,84.6,45.11999999999999,9.191
79.35,73.86,34.74,7.51,10,3,3.0,Manager,100.0,39.12,15.02
91.93,86.67,5.31,9.63,3,5,4.59,Employee,100.0,81.36,12.519000000000002
58.73,46.47,67.89,4.66,14,3,1.93,Employee,69.98,-21.42,11.184
88.1,92.53,27.37,8.3,7,5,4.19,Manager,100.0,65.16,14.110000000000001
88.68,90.64,3.58,9.17,10,5,4.27,HR,100.0,87.06,18.34
79.93,68.11,57.18,7.68,9,3,3.21,HR,95.4,10.93,14.591999999999999
72.87,75.66,33.39,6.29,14,4,3.46,Team Lead,100.0,42.269999999999996,15.096
70.44,79.19,41.4,7.31,10,2,2.87,Employee,99.97,37.79,14.62
88.63,93.76,26.31,9.54,9,5,4.64,Employee,100.0,67.45,18.125999999999998
51.9,48.24,78.82,4.96,7,3,1.99,Employee,54.45,-30.57999999999999,8.432
93.21,85.45,28.54,9.59,4,1,4.18,Team Lead,100.0,56.910000000000004,13.425999999999998
72.69,68.35,38.43,6.02,10,5,3.88,Team Lead,90.47,29.919999999999995,12.04
95.02,97.52,12.38,9.94,6,4,4.41,Manager,100.0,85.14,15.904
75.5,69.21,45.32,6.33,10,2,3.46,Manager,95.51,23.889999999999993,12.66
92.83,94.9,17.16,8.09,1,2,4.52,Employee,100.0,77.74000000000001,8.899000000000001
72.84,73.55,58.04,6.69,14,3,2.78,Employee,98.01,15.509999999999998,16.056
89.42,87.84,5.02,9.13,13,4,4.6,HR,100.0,82.82000000000001,20.999
51.99,54.36,84.42,4.2,3,1,1.5,HR,44.93,-30.060000000000002,5.460000000000001
94.2,97.4,8.09,9.3,8,3,4.01,Employee,100.0,89.31,16.740000000000002
81.63,76.98,36.41,6.55,2,5,3.4,Manager,79.97,40.57000000000001,7.859999999999999
94.98,89.62,2.0,9.26,6,3,4.67,HR,100.0,87.62,14.816
65.61,51.97,70.09,5.82,8,4,1.68,Manager,63.5,-18.120000000000005,10.476
81.74,67.64,58.21,7.37,8,3,2.78,Team Lead,89.82,9.43,13.266
96.95,91.81,2.91,9.1,5,4,4.7,HR,100.0,88.9,13.649999999999999
58.65,47.83,80.34,4.49,11,3,2.36,Manager,63.21,-32.510000000000005,9.429
61.87,56.61,88.11,5.63,3,3,1.47,Team Lead,50.3,-31.5,7.319
64.54,50.76,64.61,4.9,8,2,2.12,Manager,65.55,-13.850000000000001,8.82
67.38,61.9,79.68,4.08,1,2,2.4,Manager,49.85,-17.78000000000001,4.488
60.62,54.78,60.74,4.99,2,4,1.9,Employee,49.9,-5.960000000000001,5.988
74.45,79.64,31.59,7.99,11,1,3.86,Manager,100.0,48.05,16.779
60.41,47.75,68.86,4.49,1,4,1.76,Team Lead,40.89,-21.11,4.939000000000001
52.57,46.85,80.76,4.09,1,5,1.48,HR,30.93,-33.910000000000004,4.4990000000000006
55.43,57.29,82.36,5.78,14,2,2.1,Manager,77.97,-25.07,13.872
91.73,87.74,3.8,9.57,14,3,4.24,Team Lead,100.0,83.94,22.968
61.6,45.44,80.33,4.93,7,3,2.1,Manager,56.12,-34.89,8.380999999999998
74.7,71.81,32.63,6.59,6,4,3.32,HR,87.24,39.18,10.544
56.66,59.98,72.91,5.15,12,5,1.81,Team Lead,66.41,-12.93,11.330000000000002
63.09,59.04,77.08,5.16,14,2,1.9,HR,77.35,-18.04,12.384
76.55,71.55,45.56,6.27,9,3,3.61,Team Lead,92.92,25.989999999999995,11.912999999999998
63.36,55.56,71.83,4.82,11,2,2.09,Team Lead,70.71,-16.269999999999996,10.122000000000002
61.48,53.0,63.09,4.48,1,2,1.73,Team Lead,47.67,-10.090000000000003,4.928000000000001
51.36,40.15,84.95,4.2,9,2,1.12,Team Lead,48.53,-44.800000000000004,7.9799999999999995
54.63,44.24,88.23,4.29,8,5,2.43,Employee,48.88,-43.99,7.722
63.63,43.0,73.41,5.29,3,1,1.71,Employee,53.14,-30.409999999999997,6.877000000000001
72.23,68.97,36.53,7.43,5,5,2.74,HR,82.26,32.44,11.145
89.8,90.06,6.21,8.47,7,1,4.43,Manager,100.0,83.85000000000001,14.399000000000001
74.55,75.7,58.87,7.47,2,1,3.86,Manager,88.26,16.830000000000005,8.963999999999999
85.13,85.88,25.49,8.68,6,3,4.18,Team Lead,100.0,60.39,13.888
88.15,93.87,20.94,9.22,4,1,4.29,Team Lead,100.0,72.93,12.908
89.67,85.33,17.64,8.7,10,3,4.06,Manager,100.0,67.69,17.4
69.52,43.0,88.83,4.14,4,3,1.72,Employee,43.8,-45.83,5.795999999999999
62.63,43.9,65.9,4.41,4,2,2.36,Employee,53.53,-22.000000000000007,6.1739999999999995
75.72,71.58,49.3,7.84,5,4,3.88,HR,91.14,22.28,11.76
76.7,70.37,58.94,6.5,14,1,2.91,HR,100.0,11.430000000000007,15.6
62.66,58.11,70.59,5.75,14,2,2.11,Manager,82.28,-12.480000000000004,13.799999999999999
87.5,97.08,2.85,8.82,4,2,4.75,Manager,100.0,94.23,12.347999999999999
63.52,49.25,87.93,5.25,11,2,1.38,Manager,64.23,-38.68000000000001,11.025
59.66,49.56,64.43,4.57,12,1,2.49,Employee,74.18,-14.870000000000005,10.054000000000002
68.51,41.02,79.65,4.63,6,2,1.84,HR,53.84,-38.63,7.408
96.64,86.88,7.98,8.07,11,3,4.76,Manager,100.0,78.89999999999999,16.947000000000003
68.12,40.45,66.28,4.53,6,4,1.55,HR,50.33,-25.83,7.248000000000001
59.67,62.08,73.33,5.98,14,5,1.27,Manager,73.1,-11.25,14.352
86.02,99.14,0.23,9.3,5,2,4.13,HR,100.0,98.91,13.950000000000001
91.32,89.38,28.43,8.66,4,2,4.94,Team Lead,100.0,60.949999999999996,12.123999999999999
96.75,82.83,27.98,8.25,11,2,4.6,Employee,100.0,54.849999999999994,17.325
54.69,40.95,61.82,4.77,4,4,1.25,HR,43.7,-20.869999999999997,6.677999999999999
77.93,69.65,31.43,6.77,9,3,2.68,Manager,93.38,38.220000000000006,12.862999999999998
86.09,83.59,8.21,9.52,14,1,4.44,Manager,100.0,75.38,22.848
89.03,99.69,25.63,9.86,4,5,4.79,Manager,100.0,74.06,13.803999999999998
98.73,93.31,10.29,9.9,9,5,4.93,HR,100.0,83.02000000000001,18.81
61.04,63.57,74.92,4.05,9,1,1.85,Team Lead,64.87,-11.350000000000001,7.694999999999999
53.18,57.38,63.45,5.92,11,1,1.61,HR,75.47,-6.07,12.432
65.72,56.03,61.4,5.58,4,4,1.34,Manager,55.54,-5.369999999999997,7.811999999999999
73.47,77.73,41.92,6.49,4,1,3.72,Employee,90.35,35.81,9.086
62.68,63.27,67.13,5.41,10,3,1.3,Employee,68.79,-3.8599999999999923,10.82
78.79,70.92,34.94,6.52,14,3,3.19,Manager,100.0,35.980000000000004,15.647999999999998
55.1,56.88,70.11,5.21,5,2,1.31,Manager,55.4,-13.229999999999997,7.8149999999999995
87.78,81.06,29.7,9.47,12,4,4.93,Team Lead,100.0,51.36,20.834000000000003
67.28,42.4,70.98,5.87,11,1,1.02,Team Lead,69.77,-28.580000000000005,12.327
81.88,79.68,36.65,7.85,10,2,3.96,Team Lead,100.0,43.03000000000001,15.7
82.89,77.34,30.31,7.66,5,5,2.84,HR,90.34,47.03,11.49
85.05,80.77,17.13,9.06,6,2,4.58,Employee,100.0,63.64,14.496000000000002
52.52,41.95,66.32,5.72,13,1,2.4,Team Lead,77.06,-24.36999999999999,13.155999999999999
94.64,88.37,0.75,9.91,4,3,4.07,Team Lead,100.0,87.62,13.873999999999999
72.29,76.2,45.45,7.15,12,3,3.93,HR,100.0,30.75,15.730000000000002
61.59,58.98,62.97,5.78,11,1,1.02,HR,74.49,-3.990000000000002,12.138000000000002
52.37,63.21,65.54,5.42,2,1,1.21,HR,54.1,-2.3300000000000054,6.504
75.7,77.23,44.66,7.63,2,3,2.98,Employee,84.2,32.57000000000001,9.155999999999999
85.97,90.48,27.26,8.8,8,5,4.2,Team Lead,100.0,63.22,15.840000000000002
97.51,81.9,16.09,9.67,7,3,4.4,Manager,100.0,65.81,16.439
89.93,82.81,23.78,9.44,9,3,4.29,Team Lead,100.0,59.03,17.936
90.56,80.33,1.0,8.83,4,1,4.08,HR,100.0,79.33,12.362
85.04,80.64,25.01,8.51,5,5,4.08,HR,100.0,55.629999999999995,12.765
69.98,44.62,85.59,4.46,14,3,1.48,Employee,65.45,-40.970000000000006,10.703999999999999
64.33,42.51,78.74,4.23,9,1,1.38,Employee,57.13,-36.23,8.037
85.28,95.84,5.03,9.84,13,1,4.43,HR,100.0,90.81,22.631999999999998
87.96,91.21,2.84,9.52,5,5,4.72,Employee,100.0,88.36999999999999,14.28
94.58,95.18,21.72,9.27,2,1,4.98,Team Lead,100.0,73.46000000000001,11.123999999999999
81.79,73.34,55.71,6.47,7,2,3.71,HR,92.18,17.630000000000003,10.998999999999999
97.36,89.55,7.97,8.13,7,4,4.28,HR,100.0,81.58,13.821000000000002
83.67,78.29,49.94,7.73,7,1,3.82,HR,100.0,28.35000000000001,13.141
51.96,57.44,87.01,4.05,6,5,1.83,HR,44.22,-29.570000000000007,6.48
95.67,82.37,28.3,8.68,13,4,4.52,Manager,100.0,54.07000000000001,19.964
73.2,69.83,52.98,6.39,9,4,3.51,Manager,88.2,16.85,12.140999999999998
94.86,83.76,3.35,9.32,11,5,4.68,Team Lead,100.0,80.41000000000001,19.572000000000003
85.57,92.87,7.88,8.1,1,3,4.23,Employee,100.0,84.99000000000001,8.91
77.67,79.88,46.17,6.14,11,4,2.98,Manager,93.79,33.709999999999994,12.894
96.14,88.62,18.16,8.48,7,5,4.85,Team Lead,100.0,70.46000000000001,14.416
91.91,88.44,29.9,9.54,5,4,4.93,Employee,100.0,58.54,14.309999999999999
84.74,70.17,55.8,7.73,10,5,2.97,Manager,94.58,14.370000000000005,15.46
53.99,43.81,69.5,5.73,14,3,1.53,Team Lead,71.04,-25.689999999999998,13.752
58.03,41.08,62.44,4.57,1,4,1.53,Manager,38.84,-21.36,5.027000000000001
72.42,78.52,35.38,6.35,8,4,3.38,Manager,91.21,43.13999999999999,11.43
50.35,61.98,61.04,4.82,4,4,1.77,Employee,51.9,0.9399999999999977,6.748
74.86,79.96,50.72,7.3,2,1,2.73,Team Lead,84.69,29.239999999999995,8.76
76.28,67.5,45.35,6.21,7,2,3.85,Employee,90.56,22.15,10.557
64.56,43.49,82.21,4.75,9,4,2.49,Team Lead,58.94,-38.71999999999999,9.025
64.82,47.67,69.53,5.55,1,3,1.86,Team Lead,49.62,-21.86,6.105
69.01,60.3,62.38,4.5,6,2,1.15,Team Lead,59.15,-2.0800000000000054,7.2
68.84,47.46,83.27,4.79,14,4,1.21,Employee,64.77,-35.809999999999995,11.496
51.62,60.65,79.56,5.2,7,3,1.87,HR,58.53,-18.910000000000004,8.84
77.98,69.11,41.63,7.61,1,2,2.75,Employee,81.72,27.479999999999997,8.371
60.21,47.63,70.36,4.91,7,2,1.74,HR,58.5,-22.729999999999997,8.347
84.51,75.4,38.07,6.57,3,4,3.73,Employee,85.67,37.330000000000005,8.541
78.94,67.17,38.63,6.07,14,2,3.09,HR,100.0,28.54,14.568
66.7,58.46,71.45,5.87,9,3,1.52,Employee,68.87,-12.990000000000002,11.153
75.47,74.74,48.35,7.38,12,3,2.56,Manager,99.28,26.389999999999993,16.236
90.74,96.97,5.26,9.56,2,3,4.87,HR,100.0,91.71,11.472
61.98,55.99,84.04,5.4,13,5,2.27,HR,69.83,-28.050000000000004,12.42
87.73,97.98,9.95,9.16,10,5,4.01,Manager,100.0,88.03,18.32
91.87,88.88,21.26,8.55,13,4,4.84,Manager,100.0,67.61999999999999,19.665
77.63,69.44,33.52,6.44,2,3,2.58,HR,76.67,35.919999999999995,7.728
95.56,85.78,15.84,9.29,9,1,4.31,Manager,100.0,69.94,17.650999999999996
53.78,51.74,81.61,5.06,10,5,1.59,Team Lead,55.9,-29.869999999999997,10.12
92.56,80.52,25.4,9.91,9,5,4.87,HR,100.0,55.12,18.829
83.24,69.77,47.01,6.37,1,5,3.6,Manager,74.19,22.759999999999998,7.007000000000001
98.34,89.3,12.47,8.41,4,4,4.2,Team Lead,100.0,76.83,11.774
76.36,70.1,53.52,7.61,11,4,3.19,Team Lead,97.38,16.57999999999999,15.981000000000002
99.57,88.76,25.83,9.13,3,1,4.16,Employee,100.0,62.93000000000001,11.869000000000002
85.01,93.94,4.27,9.01,8,4,4.37,Manager,100.0,89.67,16.218
82.8,78.99,54.31,7.25,6,2,3.01,Team Lead,92.85,24.679999999999993,11.600000000000001
91.11,89.21,1.08,9.85,1,3,4.03,Manager,100.0,88.13,10.835
98.1,90.18,20.07,9.9,1,1,4.54,Team Lead,100.0,70.11000000000001,10.89
85.43,82.28,27.75,8.16,7,5,4.29,HR,100.0,54.53,13.872
64.89,53.01,66.75,4.58,1,3,1.84,Employee,46.85,-13.740000000000002,5.038
96.59,83.36,2.49,8.85,11,5,4.4,HR,100.0,80.87,18.585
67.83,58.68,81.46,5.54,8,2,1.76,Employee,66.73,-22.779999999999994,9.972
71.54,69.87,48.52,6.63,1,3,3.12,Employee,73.91,21.35,7.293
51.41,59.68,82.02,4.56,10,2,1.37,Team Lead,60.0,-22.339999999999996,9.12
51.77,54.32,71.93,4.59,10,4,1.47,Employee,57.16,-17.610000000000007,9.18
94.39,92.01,10.09,8.65,4,1,4.87,Employee,100.0,81.92,12.11
99.35,93.9,11.28,9.39,7,5,4.82,Team Lead,100.0,82.62,15.963000000000001
90.08,91.04,23.11,8.24,2,3,4.35,HR,100.0,67.93,9.888
68.51,56.02,66.08,5.59,14,3,1.2,Manager,76.68,-10.059999999999995,13.415999999999999
77.25,65.71,45.88,7.95,2,1,3.89,Employee,91.04,19.82999999999999,9.54
75.44,76.23,39.94,7.49,2,5,3.58,Employee,83.09,36.290000000000006,8.988
74.2,67.63,31.62,7.08,4,5,2.87,Employee,80.27,36.00999999999999,9.911999999999999
65.93,61.54,85.38,4.63,14,5,1.76,Team Lead,67.79,-23.839999999999996,11.112
63.01,58.92,82.49,5.02,1,4,2.22,HR,47.11,-23.569999999999993,5.522
71.39,70.99,42.57,7.03,7,4,3.56,Manager,89.59,28.419999999999995,11.951
71.5,78.65,44.18,7.86,9,1,3.44,Employee,100.0,34.470000000000006,14.934
88.61,85.78,19.31,8.97,2,5,4.38,Manager,100.0,66.47,10.764000000000001
81.52,70.99,55.27,6.62,9,5,2.87,Team Lead,86.07,15.719999999999992,12.578
91.81,92.74,13.04,9.59,10,3,4.08,Employee,100.0,79.69999999999999,19.18
78.78,73.36,37.7,6.55,8,1,3.45,Manager,98.16,35.66,11.79
74.9,76.72,38.96,7.96,13,2,3.08,Manager,100.0,37.76,18.308
58.39,64.67,66.06,5.83,13,5,1.18,Manager,71.81,-1.3900000000000006,13.408999999999999
97.65,87.11,12.57,9.66,4,2,4.09,Team Lead,100.0,74.53999999999999,13.524
54.79,56.64,65.62,4.44,12,2,2.0,Manager,69.77,-8.980000000000004,9.768000000000002
67.05,45.64,71.31,4.92,5,2,1.72,Team Lead,55.42,-25.67,7.38
92.98,94.94,12.37,9.34,14,2,4.49,Team Lead,100.0,82.57,22.416
74.39,77.1,58.39,6.74,9,4,3.75,Employee,92.51,18.709999999999994,12.806
91.25,82.41,29.24,8.2,5,5,4.88,Manager,100.0,53.17,12.299999999999999
58.84,58.57,76.41,4.51,1,5,2.01,Employee,41.6,-17.839999999999996,4.961
73.62,72.37,48.9,6.02,1,5,2.61,Team Lead,65.48,23.470000000000006,6.622
86.31,94.4,22.72,8.35,11,1,4.09,HR,100.0,71.68,17.535
96.96,83.08,18.75,8.68,12,2,4.13,Employee,100.0,64.33,19.096
53.41,57.76,84.97,5.45,7,5,2.46,Employee,57.25,-27.21,9.265
94.51,83.62,3.67,8.38,4,1,4.28,Employee,100.0,79.95,11.732000000000001
55.97,52.28,87.84,4.92,1,2,1.71,Employee,43.26,-35.56,5.412
55.31,43.43,78.48,4.93,11,1,1.47,HR,63.16,-35.050000000000004,10.353
62.28,54.06,82.52,5.56,1,2,1.32,Employee,47.72,-28.459999999999994,6.116
69.83,51.87,73.69,5.15,12,3,2.4,HR,74.05,-21.82,11.330000000000002
83.68,66.32,35.84,7.32,1,3,3.91,Team Lead,85.81,30.47999999999999,8.052000000000001
70.04,76.93,40.61,6.13,3,1,2.94,Team Lead,81.82,36.32000000000001,7.969
63.74,59.98,67.5,4.93,1,1,1.33,Team Lead,51.71,-7.520000000000003,5.423
50.16,63.5,63.26,4.54,1,5,2.33,HR,45.29,0.240000000000002,4.994000000000001
91.37,86.28,5.07,8.83,14,1,4.73,Team Lead,100.0,81.21000000000001,21.192
86.0,81.86,19.72,9.49,6,4,4.1,Manager,100.0,62.14,15.184000000000001
83.93,69.54,50.84,7.33,10,4,2.8,Employee,94.33,18.700000000000003,14.66
95.83,95.47,8.23,8.53,2,4,4.99,Team Lead,100.0,87.24,10.235999999999999
78.84,67.15,51.64,7.08,7,2,2.88,Team Lead,89.35,15.510000000000005,12.036
51.65,61.92,76.55,4.33,6,1,1.62,HR,55.91,-14.629999999999995,6.928000000000001
